_id,No.,Type,Line,Station_Code,Station_Name,Passenger_Arrival,Passenger_Departure,Date
3811,3811,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1560,1609,2023-04-22T00:00:00
3812,3812,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3174,3067,2023-04-22T00:00:00
3813,3813,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3808,4068,2023-04-22T00:00:00
3814,3814,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6658,7416,2023-04-22T00:00:00
3815,3815,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2669,2762,2023-04-22T00:00:00
3816,3816,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9466,10810,2023-04-22T00:00:00
3817,3817,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10140,8138,2023-04-23T00:00:00
3818,3818,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6169,6300,2023-04-23T00:00:00
3819,3819,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1351,1386,2023-04-23T00:00:00
3820,3820,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2541,2629,2023-04-23T00:00:00
3821,3821,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3155,3739,2023-04-23T00:00:00
3822,3822,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6179,6594,2023-04-23T00:00:00
3823,3823,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2699,2588,2023-04-23T00:00:00
3824,3824,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,8430,9290,2023-04-23T00:00:00
3825,3825,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11050,9612,2023-04-24T00:00:00
3826,3826,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9805,9498,2023-04-24T00:00:00
3827,3827,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3390,3289,2023-04-24T00:00:00
3828,3828,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5203,5096,2023-04-24T00:00:00
3829,3829,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5520,6044,2023-04-24T00:00:00
3830,3830,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10965,11735,2023-04-24T00:00:00
3831,3831,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3383,3617,2023-04-24T00:00:00
3832,3832,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12676,13101,2023-04-24T00:00:00
3833,3833,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11445,9694,2023-04-25T00:00:00
3834,3834,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9911,9861,2023-04-25T00:00:00
3835,3835,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3632,3464,2023-04-25T00:00:00
3836,3836,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5336,5199,2023-04-25T00:00:00
3837,3837,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5616,6310,2023-04-25T00:00:00
3838,3838,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,11425,12165,2023-04-25T00:00:00
3839,3839,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3450,3475,2023-04-25T00:00:00
3840,3840,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13161,13808,2023-04-25T00:00:00
3841,3841,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11543,9517,2023-04-26T00:00:00
3842,3842,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9545,9480,2023-04-26T00:00:00
3843,3843,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3474,3392,2023-04-26T00:00:00
3844,3844,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5269,5193,2023-04-26T00:00:00
3845,3845,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5634,6262,2023-04-26T00:00:00
3846,3846,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,11142,11985,2023-04-26T00:00:00
3847,3847,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3393,3674,2023-04-26T00:00:00
3848,3848,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12905,13402,2023-04-26T00:00:00
3849,3849,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12284,9705,2023-04-27T00:00:00
3850,3850,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10507,10199,2023-04-27T00:00:00
3851,3851,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3498,3365,2023-04-27T00:00:00
3852,3852,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5342,5258,2023-04-27T00:00:00
3853,3853,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5616,6255,2023-04-27T00:00:00
3854,3854,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,11271,12415,2023-04-27T00:00:00
3855,3855,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3535,3797,2023-04-27T00:00:00
3856,3856,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13327,14386,2023-04-27T00:00:00
3857,3857,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,13353,10590,2023-04-28T00:00:00
3858,3858,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,11270,10982,2023-04-28T00:00:00
3859,3859,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3575,3467,2023-04-28T00:00:00
3860,3860,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5575,5324,2023-04-28T00:00:00
3861,3861,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,6016,6456,2023-04-28T00:00:00
3862,3862,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,12166,13513,2023-04-28T00:00:00
3863,3863,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3609,3718,2023-04-28T00:00:00
3864,3864,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,14359,15873,2023-04-28T00:00:00
3865,3865,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11579,9087,2023-04-29T00:00:00
3866,3866,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,8005,8061,2023-04-29T00:00:00
3867,3867,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1794,1757,2023-04-29T00:00:00
3868,3868,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3377,3230,2023-04-29T00:00:00
3869,3869,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,4138,4501,2023-04-29T00:00:00
3870,3870,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7795,8361,2023-04-29T00:00:00
3871,3871,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2950,2912,2023-04-29T00:00:00
3872,3872,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10430,12159,2023-04-29T00:00:00
3873,3873,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10265,8417,2023-04-30T00:00:00
3874,3874,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6599,6783,2023-04-30T00:00:00
3875,3875,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1374,1360,2023-04-30T00:00:00
3876,3876,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2830,2695,2023-04-30T00:00:00
3877,3877,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3420,3711,2023-04-30T00:00:00
3878,3878,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6476,7136,2023-04-30T00:00:00
3879,3879,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2699,2584,2023-04-30T00:00:00
3880,3880,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9205,10182,2023-04-30T00:00:00
3881,3881,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10922,9575,2023-05-01T00:00:00
3882,3882,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,7341,7161,2023-05-01T00:00:00
3883,3883,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1836,1828,2023-05-01T00:00:00
3884,3884,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3170,3293,2023-05-01T00:00:00
3885,3885,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3672,4071,2023-05-01T00:00:00
3886,3886,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,7228,7835,2023-05-01T00:00:00
3887,3887,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2981,3041,2023-05-01T00:00:00
3888,3888,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,10087,10433,2023-05-01T00:00:00
3889,3889,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,12261,10170,2023-05-02T00:00:00
3890,3890,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9740,9661,2023-05-02T00:00:00
3891,3891,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3368,3331,2023-05-02T00:00:00
3892,3892,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5328,5154,2023-05-02T00:00:00
3893,3893,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5645,6208,2023-05-02T00:00:00
3894,3894,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,11124,11964,2023-05-02T00:00:00
3895,3895,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3494,3717,2023-05-02T00:00:00
3896,3896,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,13361,14116,2023-05-02T00:00:00
3897,3897,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,0,0,2023-05-03T00:00:00
3898,3898,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,0,0,2023-05-03T00:00:00
3899,3899,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,0,0,2023-05-03T00:00:00
3900,3900,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,0,0,2023-05-03T00:00:00
3901,3901,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,0,0,2023-05-03T00:00:00
3902,3902,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,0,0,2023-05-03T00:00:00
3903,3903,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,0,0,2023-05-03T00:00:00
3904,3904,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,0,0,2023-05-03T00:00:00
3905,3905,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,0,0,2023-05-04T00:00:00
3906,3906,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,0,0,2023-05-04T00:00:00
3907,3907,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,0,0,2023-05-04T00:00:00
3908,3908,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,0,0,2023-05-04T00:00:00
3909,3909,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,0,0,2023-05-04T00:00:00
3910,3910,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,0,0,2023-05-04T00:00:00
3911,3911,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,0,0,2023-05-04T00:00:00
3912,3912,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,0,0,2023-05-04T00:00:00
3913,3913,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,0,0,2023-05-05T00:00:00
3914,3914,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,0,0,2023-05-05T00:00:00
3915,3915,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,0,0,2023-05-05T00:00:00
3916,3916,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,0,0,2023-05-05T00:00:00
3917,3917,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,0,0,2023-05-05T00:00:00
3918,3918,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,0,0,2023-05-05T00:00:00
3919,3919,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,0,0,2023-05-05T00:00:00
3920,3920,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,0,0,2023-05-05T00:00:00
3921,3921,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,0,0,2023-05-06T00:00:00
3922,3922,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,0,0,2023-05-06T00:00:00
3923,3923,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,0,0,2023-05-06T00:00:00
3924,3924,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,0,0,2023-05-06T00:00:00
3925,3925,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,0,0,2023-05-06T00:00:00
3926,3926,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,0,0,2023-05-06T00:00:00
3927,3927,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,0,0,2023-05-06T00:00:00
3928,3928,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,0,0,2023-05-06T00:00:00
3929,3929,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,0,0,2023-05-07T00:00:00
3930,3930,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,0,0,2023-05-07T00:00:00
3931,3931,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,0,0,2023-05-07T00:00:00
3932,3932,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,0,0,2023-05-07T00:00:00
3933,3933,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,0,0,2023-05-07T00:00:00
3934,3934,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,0,0,2023-05-07T00:00:00
3935,3935,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,0,0,2023-05-07T00:00:00
3936,3936,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,0,0,2023-05-07T00:00:00
3937,3937,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,0,0,2023-05-08T00:00:00
3938,3938,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,0,0,2023-05-08T00:00:00
3939,3939,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,0,0,2023-05-08T00:00:00
3940,3940,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,0,0,2023-05-08T00:00:00
3941,3941,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,0,0,2023-05-08T00:00:00
3942,3942,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,0,0,2023-05-08T00:00:00
3943,3943,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,0,0,2023-05-08T00:00:00
3944,3944,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,0,0,2023-05-08T00:00:00
3945,3945,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10611,9324,2023-05-09T00:00:00
3946,3946,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9542,9361,2023-05-09T00:00:00
3947,3947,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3459,3326,2023-05-09T00:00:00
3948,3948,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5205,5072,2023-05-09T00:00:00
3949,3949,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5596,6002,2023-05-09T00:00:00
3950,3950,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10373,11283,2023-05-09T00:00:00
3951,3951,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3304,3363,2023-05-09T00:00:00
3952,3952,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12535,12894,2023-05-09T00:00:00
3953,3953,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10654,9122,2023-05-10T00:00:00
3954,3954,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9504,9311,2023-05-10T00:00:00
3955,3955,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3486,3367,2023-05-10T00:00:00
3956,3956,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5285,4896,2023-05-10T00:00:00
3957,3957,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5629,5933,2023-05-10T00:00:00
3958,3958,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10547,11402,2023-05-10T00:00:00
3959,3959,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3273,3430,2023-05-10T00:00:00
3960,3960,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12050,12967,2023-05-10T00:00:00
3961,3961,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11147,9341,2023-05-11T00:00:00
3962,3962,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9475,8964,2023-05-11T00:00:00
3963,3963,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3325,3254,2023-05-11T00:00:00
3964,3964,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5132,5018,2023-05-11T00:00:00
3965,3965,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5513,5635,2023-05-11T00:00:00
3966,3966,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10206,11195,2023-05-11T00:00:00
3967,3967,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3119,3428,2023-05-11T00:00:00
3968,3968,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12011,13093,2023-05-11T00:00:00
3969,3969,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11412,9513,2023-05-12T00:00:00
3970,3970,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,10190,9902,2023-05-12T00:00:00
3971,3971,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3478,3224,2023-05-12T00:00:00
3972,3972,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5583,5219,2023-05-12T00:00:00
3973,3973,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5756,5933,2023-05-12T00:00:00
3974,3974,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10629,11904,2023-05-12T00:00:00
3975,3975,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3472,3784,2023-05-12T00:00:00
3976,3976,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12851,13892,2023-05-12T00:00:00
3977,3977,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,9783,8522,2023-05-13T00:00:00
3978,3978,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6888,6762,2023-05-13T00:00:00
3979,3979,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1595,1705,2023-05-13T00:00:00
3980,3980,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,3217,3057,2023-05-13T00:00:00
3981,3981,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3643,3762,2023-05-13T00:00:00
3982,3982,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6699,6940,2023-05-13T00:00:00
3983,3983,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2689,2922,2023-05-13T00:00:00
3984,3984,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,9272,10116,2023-05-13T00:00:00
3985,3985,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,10116,8442,2023-05-14T00:00:00
3986,3986,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,6457,6575,2023-05-14T00:00:00
3987,3987,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,1375,1382,2023-05-14T00:00:00
3988,3988,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,2691,2846,2023-05-14T00:00:00
3989,3989,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,3135,3668,2023-05-14T00:00:00
3990,3990,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,6130,6552,2023-05-14T00:00:00
3991,3991,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,2655,2429,2023-05-14T00:00:00
3992,3992,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,8622,9287,2023-05-14T00:00:00
3993,3993,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11440,9794,2023-05-15T00:00:00
3994,3994,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9403,9328,2023-05-15T00:00:00
3995,3995,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3295,3176,2023-05-15T00:00:00
3996,3996,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,4988,5075,2023-05-15T00:00:00
3997,3997,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5254,5916,2023-05-15T00:00:00
3998,3998,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A6,มักกะสัน,10433,11215,2023-05-15T00:00:00
3999,3999,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A7,ราชปรารภ,3240,3292,2023-05-15T00:00:00
4000,4000,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A8,พญาไท,12442,12699,2023-05-15T00:00:00
4001,4001,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A1,สุวรรณภูมิ,11005,9550,2023-05-16T00:00:00
4002,4002,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A2,ลาดกระบัง,9440,9639,2023-05-16T00:00:00
4003,4003,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A3,บ้านทับช้าง,3417,3467,2023-05-16T00:00:00
4004,4004,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A4,หัวหมาก,5396,5334,2023-05-16T00:00:00
4005,4005,รถไฟระหว่างเมือง,แอร์พอร์ต เรล ลิงก์,A5,รามคำแหง,5601,6216,2023-05-16T00:00:00
